ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ave_change,pred_ave_change,real_trend,pred_trend
000002.SZ,20170824,23.18,23.32,22.85,23.09,23.24,-0.15,-0.65,180488.96,417300.22799999994,0.35333333333333333,0.2632393632332483,1,1
000002.SZ,20170825,23.5,23.68,23.14,23.2,23.09,0.11,0.48,483898.58,1131198.66,0.27666666666666667,0.25693502287069947,1,1
000002.SZ,20170828,23.27,24.42,23.27,24.01,23.2,0.81,3.49,898477.81,2154997.9080000003,0.003333333333333339,0.06117379466692594,0,0
000002.SZ,20170829,23.38,23.57,22.85,23.36,23.22,0.14,0.6,436613.54,1015608.551,-0.16,-0.10894237866004322,-1,-1
000002.SZ,20170830,23.52,23.58,23.23,23.24,23.36,-0.12,-0.51,337202.17,789291.579,-0.09333333333333332,-0.11013094862302159,0,-1
000002.SZ,20170831,23.19,23.43,23.01,23.23,23.24,-0.01,-0.04,298893.58,694243.105,0.17666666666666667,0.03136389384667066,1,0
000002.SZ,20170901,23.26,23.37,22.74,22.88,23.23,-0.35,-1.51,407080.29,933710.1290000001,0.3066666666666667,0.2584806318084398,1,1
000002.SZ,20170904,22.9,23.04,22.69,22.96,22.88,0.08,0.35,268283.34,614727.601,1.0033333333333332,0.2193969632188478,1,1
000002.SZ,20170905,23.05,23.89,23.05,23.76,22.96,0.8,3.48,539792.91,1279252.9209999999,0.6766666666666666,0.7935490785042445,1,1
000002.SZ,20170906,23.79,24.27,23.5,23.8,23.76,0.04,0.17,361719.63,865955.696,0.49333333333333335,0.2108740274111429,1,1
000002.SZ,20170907,23.96,26.18,23.96,25.97,23.8,2.17,9.12,1274569.91,3234474.327,-0.23666666666666666,-0.09128732641537998,-1,0
000002.SZ,20170908,25.9,26.28,25.16,25.79,25.97,-0.18,-0.69,795767.75,2043297.94,-0.010000000000000009,-0.2876643555363021,0,-1
000002.SZ,20170911,25.61,26.39,25.03,25.28,25.79,-0.51,-1.98,582773.4,1493511.044,0.7600000000000001,0.1951490173737207,1,1
000002.SZ,20170912,25.03,25.47,24.82,25.26,25.28,-0.02,-0.08,442261.63,1112832.817,1.3466666666666667,0.8964486698309581,1,1
000002.SZ,20170913,25.3,26.05,24.99,25.76,25.26,0.5,1.98,467463.77,1201265.103,0.7600000000000001,1.0565144471327463,1,1
000002.SZ,20170914,25.78,28.06,25.55,27.56,25.76,1.8,6.99,1150696.14,3120331.89,0.4033333333333333,-0.16691452761491155,1,-1
000002.SZ,20170915,27.5,30.22,27.47,29.3,27.56,1.74,6.31,1550495.61,4549589.506,-0.19000000000000003,-0.22419816662867878,-1,-1
000002.SZ,20170918,29.01,29.74,27.99,28.04,29.3,-1.26,-4.3,1063043.07,3051116.143,0.11999999999999998,-0.1148871689041457,1,-1
000002.SZ,20170919,28.27,30.1,28.1,28.77,28.04,0.73,2.6,1196308.5,3484566.602,-0.32,0.3174382905165353,-1,1
000002.SZ,20170920,28.5,29.55,28.0,28.73,28.77,-0.04,-0.14,613095.75,1763105.246,-0.87,-0.14484225948651647,-1,-1
000002.SZ,20170921,28.5,29.06,27.75,28.4,28.73,-0.33,-1.15,536324.02,1515969.57,-0.5466666666666665,-0.5764201970895133,-1,-1
000002.SZ,20170922,28.39,28.67,27.52,27.81,28.4,-0.59,-2.08,423093.1,1184003.287,-0.3233333333333333,-0.23154006590445853,-1,-1
000002.SZ,20170925,27.2,27.2,26.1,26.12,27.81,-1.69,-6.08,722702.58,1913322.9309999999,0.09666666666666666,-0.002030322154363124,1,0
000002.SZ,20170926,26.12,27.22,26.1,26.76,26.12,0.64,2.45,593044.56,1585098.003,-0.17,0.15267621795336395,-1,1
000002.SZ,20170927,27.0,27.28,26.52,26.84,26.76,0.08,0.3,367534.16,990737.9670000001,-0.12333333333333334,-0.152856232126554,-1,-1
000002.SZ,20170928,27.0,27.15,26.4,26.41,26.84,-0.43,-1.6,262347.0,699235.16,0.06,-0.11691126485665654,0,-1
000002.SZ,20170929,26.56,26.8,26.0,26.25,26.41,-0.16,-0.61,345752.68,908847.292,0.20666666666666667,0.0916645578543344,1,1
000002.SZ,20171009,27.45,27.65,26.24,26.47,26.25,0.22,0.84,711737.42,1923169.657,0.21,0.1903701967994371,1,1
000002.SZ,20171010,26.4,26.69,26.19,26.59,26.47,0.12,0.45,367101.28,970161.609,0.11333333333333333,0.10003180275360732,1,1
000002.SZ,20171011,26.69,27.27,26.47,26.87,26.59,0.28,1.05,425997.39,1141669.506,-0.18666666666666668,-0.025447421868642302,-1,0
000002.SZ,20171012,26.99,27.2,26.72,27.1,26.87,0.23,0.86,348979.7,941856.3940000001,-0.2966666666666667,-0.20466717590888356,-1,-1
000002.SZ,20171013,27.2,27.58,26.81,26.93,27.1,-0.17,-0.63,329928.03,894966.6109999999,-0.16666666666666666,-0.15401775022347783,-1,-1
000002.SZ,20171016,26.96,26.97,26.13,26.31,26.93,-0.62,-2.3,315008.07,833062.3309999999,-0.08666666666666667,0.023223108450571572,0,0
000002.SZ,20171017,26.32,26.52,26.14,26.21,26.31,-0.1,-0.38,184811.06,485403.63700000005,-0.016666666666666666,0.011176353196302924,0,0
000002.SZ,20171018,26.21,26.56,25.61,26.43,26.21,0.22,0.84,334052.39,870086.806,-0.16666666666666666,0.0009079442421593982,-1,0
000002.SZ,20171019,26.44,26.57,26.01,26.05,26.43,-0.38,-1.44,202525.56,532422.122,0.3166666666666667,-0.13176924546559665,1,-1
000002.SZ,20171020,26.0,26.23,25.73,26.16,26.05,0.11,0.42,145915.37,379610.561,0.42333333333333334,0.3195010809103647,1,1
000002.SZ,20171023,26.17,26.2,25.77,25.93,26.16,-0.23,-0.88,197527.2,512609.825,0.5333333333333333,0.33583013514677673,1,1
000002.SZ,20171024,25.81,27.2,25.81,27.0,25.93,1.07,4.13,509187.97,1367035.3969999999,0.16666666666666666,0.2153008312980333,1,1
000002.SZ,20171025,27.01,28.0,26.86,27.43,27.0,0.43,1.59,445727.42,1230082.31,0.5166666666666667,-0.10610969444115971,1,-1
000002.SZ,20171026,27.3,27.88,26.91,27.53,27.43,0.1,0.36,422766.85,1159749.1409999998,0.4766666666666666,0.42468969384829197,1,1
000002.SZ,20171027,27.7,28.28,27.26,27.5,27.53,-0.03,-0.11,447443.84,1241370.688,0.5499999999999999,0.3187213707963625,1,1
000002.SZ,20171030,27.5,29.0,27.41,28.98,27.5,1.48,5.38,676711.06,1913212.3830000001,0.15666666666666665,0.2165218178431192,1,1
000002.SZ,20171031,28.8,29.28,28.28,28.96,28.98,-0.02,-0.07,463277.75,1334576.822,-0.25666666666666665,-0.08082841296990727,-1,0
000002.SZ,20171101,28.96,30.54,28.73,29.15,28.96,0.19,0.66,622931.18,1849006.197,-0.5633333333333334,-0.2909011056025825,-1,-1
000002.SZ,20171102,29.3,29.48,28.68,29.45,29.15,0.3,1.03,361906.48,1053595.804,-0.5333333333333333,-0.2931353386243186,-1,-1
000002.SZ,20171103,29.23,29.52,28.05,28.19,29.45,-1.26,-4.28,455428.48,1305014.433,-0.18333333333333332,-0.1377762435873351,-1,-1
000002.SZ,20171106,28.2,28.27,26.95,27.46,28.19,-0.73,-2.59,509485.09,1395554.475,0.07,0.04367066661516813,0,0
000002.SZ,20171107,27.36,27.95,27.3,27.85,27.46,0.39,1.42,379818.14,1052691.827,-0.11333333333333333,0.12096207122007994,-1,1
000002.SZ,20171108,27.75,28.14,27.41,27.64,27.85,-0.21,-0.75,398661.3,1105269.5159999998,-0.19333333333333336,-0.13323746552069995,-1,-1
000002.SZ,20171109,27.52,27.79,27.3,27.67,27.64,0.03,0.11,234126.98,645092.373,0.27666666666666667,-0.1998363061745963,1,-1
000002.SZ,20171110,27.6,27.83,27.36,27.51,27.67,-0.16,-0.58,305912.74,841979.145,0.31,0.352778300444285,1,1
000002.SZ,20171113,27.45,27.49,26.8,27.06,27.51,-0.45,-1.64,347146.47,941038.615,0.6266666666666666,0.2421951801578203,1,1
000002.SZ,20171114,27.05,28.5,26.7,28.5,27.06,1.44,5.32,735825.54,2042078.5880000002,0.13333333333333333,0.3357511482636133,1,1
000002.SZ,20171115,28.28,28.66,27.91,28.44,28.5,-0.06,-0.21,541077.77,1532168.876,0.15333333333333335,-0.13593546112378452,1,-1
000002.SZ,20171116,28.35,29.38,28.32,28.94,28.44,0.5,1.76,574432.13,1663430.8080000002,0.9500000000000001,0.004913903276125463,1,0
000002.SZ,20171117,28.85,29.6,28.6,28.9,28.94,-0.04,-0.14,563943.99,1639436.3180000002,1.2,1.052335904041926,1,1
000002.SZ,20171120,28.8,29.01,27.48,28.9,28.9,0.0,0.0,395088.49,1118755.733,0.8000000000000002,0.8153079102436701,1,1
000002.SZ,20171121,28.54,31.79,28.54,31.79,28.9,2.89,10.0,1081788.62,3289379.108,0.003333333333333336,-0.15012798865636204,0,-1
000002.SZ,20171122,31.9,33.08,31.54,32.5,31.79,0.71,2.23,1052969.77,3398210.521,-0.32666666666666666,-0.435756657322248,-1,-1
000002.SZ,20171123,32.42,32.74,31.02,31.3,32.5,-1.2,-3.69,580325.38,1851670.2880000002,-0.18333333333333335,-0.09388521869977329,-1,0
000002.SZ,20171124,31.18,32.29,30.47,31.8,31.3,0.5,1.6,524343.06,1653488.217,0.6733333333333332,0.11533037493626265,1,1
000002.SZ,20171127,31.45,32.6,30.59,31.52,31.8,-0.28,-0.88,521581.28,1640697.007,-0.10000000000000009,0.9036873839298883,-1,1
000002.SZ,20171128,31.09,31.35,30.1,30.75,31.52,-0.77,-2.44,405786.49,1243495.707,-0.006666666666666747,-0.3609202380975089,0,-1
000002.SZ,20171129,30.78,33.83,30.28,33.82,30.75,3.07,9.98,897712.59,2894400.95,-0.9899999999999999,-0.32270633836587287,-1,-1
000002.SZ,20171130,33.1,33.4,30.68,31.22,33.82,-2.6,-7.69,1000665.49,3213854.4039999996,-0.06333333333333334,-0.5232880493005119,0,-1
000002.SZ,20171201,30.5,32.03,30.5,30.73,31.22,-0.49,-1.57,557438.55,1733100.368,0.013333333333333327,0.2517757640282312,0,1
000002.SZ,20171204,30.6,31.3,29.9,30.85,30.73,0.12,0.39,379890.01,1160069.2759999998,-0.3,0.19390508810679108,-1,1
000002.SZ,20171205,30.6,31.48,30.2,31.03,30.85,0.18,0.58,564302.01,1747240.9219999998,-0.4033333333333333,-0.3272306202848754,-1,-1
000002.SZ,20171206,30.73,31.2,30.26,30.77,31.03,-0.26,-0.84,389794.45,1197517.7240000002,-0.27999999999999997,-0.3267719941337905,-1,-1
000002.SZ,20171207,30.57,31.9,29.9,29.95,30.77,-0.82,-2.66,590007.16,1807843.249,-0.12666666666666668,-0.0665624915560088,-1,0
000002.SZ,20171208,29.38,29.88,29.05,29.82,29.95,-0.13,-0.43,588187.18,1731418.639,0.04,0.02952208409706739,0,0
000002.SZ,20171211,29.82,29.95,29.3,29.93,29.82,0.11,0.37,502135.46,1487020.649,0.060000000000000005,0.08973668436209349,0,0
000002.SZ,20171212,29.73,30.36,29.51,29.57,29.93,-0.36,-1.2,467638.92,1401462.6940000001,-0.15333333333333332,0.016015212933222327,-1,0
000002.SZ,20171213,29.57,30.1,29.35,29.94,29.57,0.37,1.25,334953.94,998153.483,-0.49333333333333335,-0.22137895127137516,-1,-1
000002.SZ,20171214,29.94,30.37,29.85,30.11,29.94,0.17,0.57,382067.77,1150698.146,-0.31666666666666665,-0.3540290891130767,-1,-1
000002.SZ,20171215,30.12,30.12,29.1,29.11,30.11,-1.0,-3.32,396229.18,1165712.213,-0.17000000000000004,-0.046145751972993344,-1,0
000002.SZ,20171218,29.11,29.26,28.04,28.46,29.11,-0.65,-2.23,421286.94,1207131.428,0.42,0.012377250591913733,1,0
000002.SZ,20171219,28.66,29.25,28.4,29.16,28.46,0.7,2.46,340084.1,981540.6479999999,0.23,0.43336432556311283,1,1
000002.SZ,20171220,29.09,29.1,28.52,28.6,29.16,-0.56,-1.92,329026.69,943187.281,0.59,0.06034157882134108,1,0
000002.SZ,20171221,28.72,30.19,28.63,29.72,28.6,1.12,3.92,595163.86,1756898.8669999999,0.26,0.2748518047730127,1,1
000002.SZ,20171222,29.6,30.2,29.57,29.85,29.72,0.13,0.44,342206.42,1023085.433,0.3133333333333333,0.017903364698092016,1,0
000002.SZ,20171225,30.3,31.33,30.27,30.37,29.85,0.52,1.74,506382.57,1561915.0690000001,0.10999999999999999,0.12905457417170196,1,1
000002.SZ,20171226,30.49,30.8,30.12,30.5,30.37,0.13,0.43,278845.61,850307.97,0.18666666666666665,0.02263093511263517,1,0
000002.SZ,20171227,30.55,31.09,30.4,30.79,30.5,0.29,0.95,395488.84,1218292.9679999999,0.59,0.13462531814972548,1,1
000002.SZ,20171228,30.4,30.84,29.87,30.7,30.79,-0.09,-0.29,367316.18,1117505.168,0.5433333333333333,0.5559567622343699,1,1
000002.SZ,20171229,30.75,31.71,30.74,31.06,30.7,0.36,1.17,385307.4,1204645.832,0.6866666666666666,0.22106219391028076,1,1
000002.SZ,20180102,31.45,32.99,31.45,32.56,31.06,1.5,4.83,683433.5,2218502.766,0.7333333333333334,0.2830621031920114,1,1
000002.SZ,20180103,32.5,33.78,32.23,32.33,32.56,-0.23,-0.71,646870.2,2130249.691,1.22,0.4392415432135263,1,1
000002.SZ,20180104,32.76,33.53,32.1,33.12,32.33,0.79,2.44,529085.8,1740602.533,0.9066666666666667,0.8600421086947123,1,1
000002.SZ,20180105,32.98,35.88,32.8,34.76,33.12,1.64,4.95,843101.96,2916787.8710000003,0.30333333333333334,0.20413103590408951,1,1
000002.SZ,20180108,35.11,36.96,35.11,35.99,34.76,1.23,3.54,830783.59,2994515.8710000003,-0.28,-0.296165832479795,-1,-1
000002.SZ,20180109,35.63,36.11,34.95,35.84,35.99,-0.15,-0.42,478459.09,1700947.8930000002,-0.09666666666666668,-0.27754775663216924,0,-1
000002.SZ,20180110,35.6,36.7,35.5,35.67,35.84,-0.17,-0.47,453695.91,1633034.914,0.47333333333333333,0.2163890696565309,1,1
000002.SZ,20180111,35.55,35.78,34.54,35.15,35.67,-0.52,-1.46,402483.81,1411859.648,1.6833333333333333,0.6672335288921991,1,1
000002.SZ,20180112,35.1,36.62,35.09,35.55,35.15,0.4,1.14,537013.33,1927916.4719999998,1.406666666666667,1.536520475546519,1,1
000002.SZ,20180115,35.84,38.0,35.61,37.09,35.55,1.54,4.33,757186.09,2784027.858,0.89,0.2957071955005327,1,1
000002.SZ,20180116,36.5,40.7,36.4,40.2,37.09,3.11,8.39,978464.78,3763499.498,-0.26,-0.35142891397078846,-1,-1
000002.SZ,20180117,39.48,40.6,38.3,39.77,40.2,-0.43,-1.07,812191.93,3199234.88,-0.08000000000000002,-0.5380272071560226,0,-1
000002.SZ,20180118,39.6,40.64,38.9,39.76,39.77,-0.01,-0.03,558848.4,2226747.475,0.4066666666666667,0.3644109452764192,1,1
000002.SZ,20180119,39.85,41.09,39.25,39.42,39.76,-0.34,-0.86,548758.23,2207882.77,0.57,0.7103555730978648,1,1
000002.SZ,20180122,39.0,39.84,38.51,39.53,39.42,0.11,0.28,406526.41,1597213.093,0.22333333333333327,0.22597330609957367,1,1
000002.SZ,20180123,40.0,41.51,39.99,40.98,39.53,1.45,3.67,648657.5,2653177.559,-0.31333333333333335,-0.3337372218569121,-1,-1
000002.SZ,20180124,40.7,42.24,40.46,41.13,40.98,0.15,0.37,542629.59,2236496.975,-0.8533333333333334,-0.39894100805123667,-1,-1
000002.SZ,20180125,41.12,41.12,38.8,40.2,41.13,-0.93,-2.26,648064.57,2577574.871,-1.28,-0.4500592186053596,-1,-1
000002.SZ,20180126,40.0,40.66,39.12,40.04,40.2,-0.16,-0.4,410062.37,1640757.7,-0.8266666666666665,-0.6001402320464454,-1,-1
000002.SZ,20180129,40.38,40.56,38.09,38.57,40.04,-1.47,-3.67,597862.74,2338982.473,-0.3566666666666667,-0.24417488535245274,-1,-1
000002.SZ,20180130,38.0,38.0,36.27,36.36,38.57,-2.21,-5.73,908234.42,3355539.693,0.34,-0.022538604338963958,1,0
000002.SZ,20180131,36.61,37.76,35.62,37.56,36.36,1.2,3.3,898147.86,3297773.29,-0.19000000000000003,0.3575485603014627,-1,1
000002.SZ,20180201,37.5,38.04,36.9,37.5,37.56,-0.06,-0.16,635425.38,2380069.195,-0.5599999999999999,-0.35230587383111334,-1,-1
000002.SZ,20180202,36.5,37.9,35.8,37.38,37.5,-0.12,-0.32,596793.68,2208198.824,-1.4666666666666668,-0.5524570377667747,-1,-1
000002.SZ,20180205,36.8,38.06,36.31,36.99,37.38,-0.39,-1.04,552634.72,2046513.9309999999,-1.4133333333333333,-0.7899936523040137,-1,-1
000002.SZ,20180206,35.93,36.1,34.88,35.82,36.99,-1.17,-3.16,699836.71,2489127.586,-1.5166666666666666,-0.6253231223424278,-1,-1
000002.SZ,20180207,36.43,36.58,32.5,32.98,35.82,-2.84,-7.93,952129.68,3283016.479,-0.36000000000000004,-0.6773337020476661,-1,-1
000002.SZ,20180208,33.0,33.88,32.49,32.75,32.98,-0.23,-0.7,580805.14,1920999.544,-0.006666666666666672,-0.10690926541884754,0,-1
000002.SZ,20180209,31.5,31.96,30.2,31.27,32.75,-1.48,-4.52,724944.9,2259035.363,0.6333333333333333,0.2049132571617761,1,1
000002.SZ,20180212,31.43,32.32,31.31,31.9,31.27,0.63,2.01,407654.31,1297185.205,0.6,0.5075204531351725,1,1
000002.SZ,20180213,32.28,33.79,32.28,32.73,31.9,0.83,2.6,454668.11,1500999.45,0.6633333333333333,0.17122398177782683,1,1
000002.SZ,20180214,32.87,33.32,32.17,33.17,32.73,0.44,1.34,270175.5,884454.4240000001,0.33666666666666667,0.16781190822521835,1,1
000002.SZ,20180222,34.0,34.05,33.33,33.7,33.17,0.53,1.6,302373.26,1019234.56,-0.26666666666666666,-0.06732359637816761,-1,0
000002.SZ,20180223,33.9,35.1,33.33,34.72,33.7,1.02,3.03,384538.9,1323487.16,-0.6733333333333333,-0.37271759112676,-1,-1
000002.SZ,20180226,35.07,35.1,33.11,34.18,34.72,-0.54,-1.56,540655.01,1832518.3190000001,-0.59,-0.3288694839676223,-1,-1
000002.SZ,20180227,34.2,34.28,32.65,32.9,34.18,-1.28,-3.74,506598.14,1683177.664,-0.20666666666666667,-0.1559351225694022,-1,-1
000002.SZ,20180228,32.51,33.23,31.84,32.7,32.9,-0.2,-0.61,500004.47,1621987.601,-0.17333333333333334,0.04448108116785673,-1,0
000002.SZ,20180301,32.17,33.09,32.02,32.41,32.7,-0.29,-0.89,336064.32,1092337.514,0.42,-0.06712692817052218,1,0
000002.SZ,20180302,32.0,32.73,31.51,32.28,32.41,-0.13,-0.4,322838.49,1038873.9240000001,0.20666666666666664,0.42606854001681,1,1
000002.SZ,20180305,32.49,33.15,32.07,32.18,32.28,-0.1,-0.31,373354.38,1213151.363,0.48666666666666664,-0.024796122511228057,1,0
000002.SZ,20180306,32.35,33.71,32.01,33.67,32.18,1.49,4.63,581008.06,1912870.91,-0.07,0.22385230282942445,0,1
000002.SZ,20180307,33.44,33.92,32.8,32.9,33.67,-0.77,-2.29,387992.55,1292495.378,-0.09333333333333331,-0.21511273463567113,0,-1
000002.SZ,20180308,33.4,33.74,32.85,33.64,32.9,0.74,2.25,351022.54,1175142.105,-0.3866666666666667,-0.12415511538585042,-1,-1
000002.SZ,20180309,33.87,33.91,33.34,33.46,33.64,-0.18,-0.54,325102.39,1092069.971,-0.25333333333333335,-0.18911463578542087,-1,-1
000002.SZ,20180312,33.54,33.68,32.35,32.62,33.46,-0.84,-2.51,606208.29,1979204.52,0.013333333333333329,-0.03805028130610797,0,0
000002.SZ,20180313,32.59,32.84,32.37,32.48,32.62,-0.14,-0.43,220920.41,719093.277,0.049999999999999996,0.11507058570782332,0,1
000002.SZ,20180314,32.44,32.95,32.2,32.7,32.48,0.22,0.68,315833.0,1031091.8759999999,-0.37333333333333335,0.021616547207037484,-1,0
000002.SZ,20180315,32.5,33.1,32.41,32.66,32.7,-0.04,-0.12,252215.34,825259.6059999999,-0.44,-0.38294719149669026,-1,-1
000002.SZ,20180316,32.58,33.35,32.5,32.63,32.66,-0.03,-0.09,337572.15,1111490.314,-0.3233333333333333,-0.2755470599730811,-1,-1
000002.SZ,20180319,32.57,32.58,31.52,31.58,32.63,-1.05,-3.22,366967.49,1166386.364,-0.13333333333333333,-0.041312028666337465,-1,0
000002.SZ,20180320,31.4,31.59,30.75,31.34,31.58,-0.24,-0.76,290117.65,903296.819,-0.08999999999999998,0.014531697730223211,0,0
000002.SZ,20180321,31.47,32.15,31.31,31.66,31.34,0.32,1.02,331725.74,1055783.63,-0.44333333333333336,-0.05249905963738773,-1,0
000002.SZ,20180322,31.8,31.88,31.04,31.18,31.66,-0.48,-1.52,235787.08,739606.988,-0.053333333333333344,-0.35580172826846457,0,-1
000002.SZ,20180323,30.02,31.07,29.21,31.07,31.18,-0.11,-0.35,505125.39,1527314.429,0.08666666666666666,0.06586232821146636,0,0
000002.SZ,20180326,30.76,30.79,29.9,30.33,31.07,-0.74,-2.38,338288.96,1021310.9709999999,1.2766666666666666,0.19426988879839568,1,1
000002.SZ,20180327,30.89,31.87,30.71,31.02,30.33,0.69,2.28,578853.91,1803144.937,0.7566666666666667,1.2453211770455042,1,1
000002.SZ,20180328,30.51,32.15,30.3,31.33,31.02,0.31,1.0,426728.97,1341512.9170000001,0.7200000000000001,0.0869045708576837,1,0
000002.SZ,20180329,31.54,34.46,31.03,34.16,31.33,2.83,9.03,999700.72,3311802.728,-0.1733333333333333,-0.08127790768941257,-1,0
000002.SZ,20180330,33.7,33.99,33.17,33.29,34.16,-0.87,-2.55,572692.05,1918089.36,-0.16333333333333333,-0.35953454335530616,-1,-1
000002.SZ,20180402,33.65,34.47,33.32,33.49,33.29,0.2,0.6,531635.65,1801173.138,-0.6233333333333333,0.019451598922411474,-1,0
000002.SZ,20180403,33.2,34.1,32.52,33.64,33.49,0.15,0.45,431945.71,1440337.6369999999,-0.48666666666666664,-0.28317112048467014,-1,-1
000002.SZ,20180404,32.3,33.95,32.1,32.8,33.64,-0.84,-2.5,584509.65,1927433.7040000001,-0.0633333333333333,-0.1662459926803908,0,-1
000002.SZ,20180409,32.7,32.76,30.96,31.62,32.8,-1.18,-3.6,478119.4,1510647.265,0.07666666666666666,0.1507571334640184,0,1
000002.SZ,20180410,31.52,32.18,31.06,32.18,31.62,0.56,1.77,477145.43,1517032.39,-0.31,0.05677872250477461,-1,0
000002.SZ,20180411,32.15,33.24,31.73,32.61,32.18,0.43,1.34,485930.43,1578103.542,-0.86,-0.344532057841619,-1,-1
000002.SZ,20180412,32.57,32.86,31.75,31.85,32.61,-0.76,-2.33,335219.99,1079000.357,-0.6433333333333333,-0.5762638213237129,-1,-1
000002.SZ,20180413,32.16,32.24,31.03,31.25,31.85,-0.6,-1.88,351572.61,1102968.777,-0.4033333333333333,-0.26275597890218116,-1,-1
000002.SZ,20180416,31.2,31.23,29.56,30.03,31.25,-1.22,-3.9,528068.65,1588112.26,0.06666666666666667,-0.05308358540137622,0,0
000002.SZ,20180417,30.16,30.55,29.6,29.92,30.03,-0.11,-0.37,258197.72,775976.183,0.07666666666666666,0.18893188218275694,0,1
000002.SZ,20180418,30.29,30.69,29.74,30.04,29.92,0.12,0.4,328835.33,989193.213,-0.043333333333333335,0.016787617901960882,0,0
000002.SZ,20180419,30.33,30.53,30.03,30.23,30.04,0.19,0.63,256275.25,776421.7740000001,0.2333333333333333,-0.17220470835765217,1,-1
